"","mean occ diff","sd mean occ diff","q025","q5","q975","diff"
"Formica aserva",0.125762568654799,0.351185914297759,-0.659669443971163,0.0926710886628717,0.82802796959725,1.48769741356841
"Galerucella nymphaeae",0.0936680271392507,0.340304279179558,-0.670076751120173,0.0761324265762605,0.808444761019933,1.47852151214011
"Gelis sp. BOLD:AAA6283",-0.0495555630141985,0.331584706300792,-0.776356476305965,-0.0523486032121384,0.686349440416572,1.46270591672254
"Glyptotendipes cf. cauliginellus",0.157987831779942,0.349728384694552,-0.626340423745765,0.129163574618508,0.846205203897823,1.47254562764359
"Gymnophora subarcuata",0.107922353204336,0.358494053055666,-0.668819413031154,0.0790309227805142,0.844055250804151,1.51287466383531
"Haematobosca alcis",0.104744629927991,0.347074042863479,-0.644359332620546,0.0760797072048263,0.82911334352933,1.47347267614988
"Hebecnema nigra",0.0961181024117031,0.33722328446147,-0.65736852972795,0.0629045853821153,0.83184093872093,1.48920946844888
"Heleomyzidae sp. BOLD:AAG0465",0.264966468324161,0.33662984293059,-0.498327411919903,0.25456935604293,0.888207169308204,1.38653458122811
"Heleomyzidae sp. SlikokOtu1810",-0.068443965129821,0.342445453119495,-0.778361484262536,-0.066471481602413,0.667720228829633,1.44608171309217
"Helictes borealis",0.093782623400884,0.34996628130472,-0.664954512626572,0.077294101547535,0.842431576695712,1.50738608932228
"Helina annosa",0.0953413634145032,0.364087189357283,-0.690941221876354,0.0792759685855512,0.84545606958952,1.53639729146587
"Helina evecta",0.151212464804656,0.347896925628805,-0.6316013360262,0.123474849866137,0.840876154768919,1.47247749079512
"Helina sp. SlikokOtu1781",0.146105824827943,0.354678325477635,-0.592515660907808,0.11555093599427,0.8848400847511,1.47735574565891
"Helina sp. SlikokOtu2328",0.101072866834889,0.352597783807054,-0.680489336363325,0.0822836602632052,0.81346868258114,1.49395801894447
"Helophora reducta",-0.0901324704936638,0.374242100203272,-0.778280621095623,-0.0910081620701127,0.659246194149863,1.43752681524549
"Hemerobius conjunctus",0.116119497640088,0.354659630241221,-0.64410443264025,0.0826707868852122,0.840116761307801,1.48422119394805
"Hemerobius humulinus",-0.111462404811231,0.354946126508806,-0.810550176897093,-0.102732238649021,0.698445881857749,1.50899605875484
"Hemerobius kokaneeanus",0.0913457493228412,0.341975715694153,-0.682603262766227,0.0745394963191371,0.769021650110717,1.45162491287694
"Hemerobius marginatus",-0.100131006390899,0.364366720947314,-0.84477472918094,-0.0799072968394644,0.69362930194668,1.53840403112762
"Hemerobius ovalis",0.0837483630098454,0.349238394007844,-0.713510399368007,0.0650380039851602,0.806331770400998,1.519842169769
"Hemerobius simulans",0.0675887980702056,0.32882114084203,-0.708083584716894,0.102478017392045,0.698956483452737,1.40704006816963
"Heterarthrus nemoratus",-0.106968777823854,0.353589839458299,-0.836338919002334,-0.0803162943287358,0.638768005269668,1.475106924272
"Hilara argentata",-0.0953543156063925,0.371900147081493,-0.849275259797554,-0.0727347199405456,0.725188931418148,1.5744641912157
"Hilara sp. BOLD:ACF7542",0.177593470889967,0.375057620623297,-0.648343988476966,0.160562622943544,0.882527571146954,1.53087155962392
"Hippodamia tredecimpunctata",0.101860709686115,0.365734951220581,-0.675772671422238,0.079334341290916,0.826209997739546,1.50198266916178
"Hybotidae sp. BOLD:AAG6953",0.102079950719372,0.33693941969334,-0.649602445511876,0.0742798254407484,0.813311585859607,1.46291403137148
"Hybotidae sp. BOLD:AAQ0820",-0.161821678175554,0.359665840829347,-0.855775820924996,-0.150191915671832,0.647592334540936,1.50336815546593
"Hybotidae sp. BOLD:ACC5973",0.216481558796053,0.343226491997315,-0.508785388094458,0.196132751721459,0.878848555991299,1.38763394408576
"Hybotidae sp. BOLD:ACX4896",-0.150310694297653,0.263421718174347,-0.633111482985533,-0.152796550492922,0.351293863455323,0.984405346440856
"Hybotidae sp. SlikokOtu1004",0.131852137702982,0.352496518206911,-0.638998873320956,0.114301237337977,0.827971443251689,1.46697031657264
"Hybotidae sp. SlikokOtu1216",0.0792306637770582,0.362533635820618,-0.737784395883162,0.0719892710521281,0.819032633428009,1.55681702931117
"Hybotidae sp. SlikokOtu2347",0.103610751626022,0.33488944651879,-0.67601828948128,0.0881951759048558,0.81612526857273,1.49214355805401
"Hydrotaea militaris",0.109627466615812,0.30363147154552,-0.600959531456241,0.120673775188748,0.712815789471102,1.31377532092734
"Hydrotaea pilitibia",-0.0119240652439904,0.36676176178525,-0.787030303398127,-0.00625337498189822,0.772344780334749,1.55937508373288
"Hydrotaea sp. SlikokOtu1967",0.125380957293212,0.363901504464804,-0.664184675293978,0.10022114338709,0.839734520677968,1.50391919597195
"Hydrotaea spinifemorata",0.155710539001742,0.342941499667395,-0.611666288244138,0.156939463610868,0.852831169096481,1.46449745734062
"Hydrotaea unispinosa",0.117004990703742,0.354079215875633,-0.669888905372721,0.0896239965364276,0.861108088860833,1.53099699423355
"Hymenoptera sp. SlikokOtu1992",0.0556741770658758,0.359461313040436,-0.744469068472382,0.044104675437576,0.793736364062247,1.53820543253463
"Hypomma bituberculatum",-0.100171486832697,0.353724331332663,-0.805681053581818,-0.081541195823828,0.689083230838915,1.49476428442073
"Ichneumonidae sp. BOLD:ACX6606",0.0942055208840001,0.362838904837592,-0.736637068598175,0.0813364017700957,0.826902916873365,1.56353998547154
"Ichneumonidae sp. BOLD:ADF4363",0.0870096891656664,0.348934363644244,-0.679290736325049,0.0675703861176045,0.840481289651131,1.51977202597618
"Ichneumonidae sp. SlikokOtu1082",-0.0278773829678716,0.337829869613953,-0.765451803747788,-0.0238258643321423,0.701964718950919,1.46741652269871
"Ichneumonidae sp. SlikokOtu1186",0.00358189202532039,0.340717564157251,-0.796565228192182,0.0173497177628286,0.754495856509757,1.55106108470194
"Ichneumonidae sp. SlikokOtu1550",0.113113521618692,0.349330180533858,-0.685968654607769,0.0859345573865377,0.797517345088022,1.48348599969579
"Ichneumonidae sp. SlikokOtu1646",0.122607098834537,0.372185345402058,-0.704551000557553,0.0941807579690678,0.87362943209422,1.57818043265177
"Ichneumonidae sp. SlikokOtu1766",0.119211392717093,0.348081205645465,-0.651524263690656,0.0916122973721181,0.845855598974302,1.49737986266496
"Ichneumonidae sp. SlikokOtu254",0.0857888348980542,0.364584244088063,-0.72170798083614,0.0727368347951055,0.826493493321358,1.5482014741575
"Ichneumoninae sp. BOLD:ACA6944",0.0954697920630665,0.342167357925166,-0.653497690620209,0.0686388894851128,0.819509776146511,1.47300746676672
"Ichneumoninae sp. BOLD:ACM0987",0.0532369766949346,0.330842713161127,-0.690173130120039,0.0519160180584132,0.782693611040992,1.47286674116103
"Idiocerus elegans",0.0910608395217384,0.290028600127041,-0.500875520391976,0.0135633822866753,0.820077205132619,1.3209527255246
"Idiocerus sp. BOLD:ABZ6671",-0.0831880410673041,0.352128380343261,-0.798899887624035,-0.0696799706244479,0.69878127435626,1.49768116198029
"Idiocerus sp. SlikokOtu1451",0.110642135201819,0.348888805979752,-0.651428212077104,0.0799490083362761,0.8183491839379,1.469777396015
"Idiocerus subnitens",0.100088746589258,0.27501985378539,-0.374204037163844,0.0202664499077317,0.824347787960198,1.19855182512404
"Idiocerus xanthiops",0.0239221178341661,0.367994980256229,-0.744944568804796,0.0269954544831789,0.757688722169083,1.50263329097388
"Illinoia menziesiae",-0.0359648410839612,0.332954700829553,-0.773908338229419,-0.0319891004828414,0.714705648163069,1.48861398639249
"Ilythea spilota",0.0540371849572093,0.351895351759313,-0.70429120153764,0.0502002546306715,0.794913357956433,1.49920455949407
"Insecta sp. SlikokOtu1354",-0.105819935069114,0.366373833214576,-0.828158628984762,-0.0790043400142684,0.69563539555409,1.52379402453885
"Insecta sp. SlikokOtu1479",-0.0752909797642338,0.33440804534181,-0.777781928553645,-0.0646805288827917,0.6993243158753,1.47710624442894
"Insecta sp. SlikokOtu1701",-0.125067318181623,0.354375470577692,-0.837153272223179,-0.0903881997344722,0.688945464915783,1.52609873713896
"Insecta sp. SlikokOtu1836",-0.0574081212244593,0.342880667915399,-0.848011809491273,-0.0356028150352264,0.680657562121562,1.52866937161284
"Insecta sp. SlikokOtu2103",-0.0912098320426882,0.354816863152082,-0.819346862938329,-0.0789625369148141,0.688083015528597,1.50742987846693
"Insecta sp. SlikokOtu291",-0.13509914003008,0.33642035005427,-0.815988824932361,-0.103770093071699,0.62371766092529,1.43970648585765
"Insecta sp. SlikokOtu40",-0.095627517772117,0.33080462330545,-0.780219922627019,-0.0785027852466567,0.668289817974377,1.4485097406014
"Insecta sp. SlikokOtu543",-0.103545551376292,0.357356290364598,-0.822432540151764,-0.0848396601224584,0.702190339883784,1.52462288003555
"Insecta sp. SlikokOtu852",-0.0962862363045633,0.351237239972793,-0.832115025048936,-0.073152850286804,0.694814949232744,1.52692997428168
"Javesella sp. BOLD:ACI4365",-0.107124106784855,0.373674393273754,-0.849594907477467,-0.087933478451935,0.709932524872739,1.55952743235021
"Kaestneria rufula",0.0235289169464677,0.344277889424311,-0.756549010627055,0.0275016642718868,0.7609880164544,1.51753702708146
"Keroplatidae sp. SlikokOtu1031",0.128719977733456,0.35626770638235,-0.680918412463437,0.0942438350893728,0.832460327498566,1.513378739962
"Keroplatidae sp. SlikokOtu12",0.420778378948612,0.298823591045264,-0.322622587733373,0.453374460623847,0.908515919414513,1.23113850714789
"Keroplatidae sp. SlikokOtu2237",0.119912864174777,0.345360597052092,-0.646856373666866,0.0896664591629406,0.818051613462477,1.46490798712934
"Keroplatidae sp. SlikokOtu332",-0.0435126875750225,0.268020953687233,-0.733827822779763,0.0323784474876831,0.375628249538032,1.10945607231779
"Lachesilla contraforcepeta",0.081867681754884,0.354357166791609,-0.726703825072395,0.0792378947040429,0.797697056438685,1.52440088151108
"Larinioides patagiatus",0.195782689346642,0.267545909047363,-0.189108335880886,0.119158492939319,0.839656513308637,1.02876484918952
"Lasiomma nr. consobrinum",0.0606191690337518,0.364148927479507,-0.745017084909333,0.036918145079169,0.824629801199107,1.56964688610844
"Lasiomma octoguttatum",0.0801220184846487,0.36515123642164,-0.735498187045197,0.0713674331511736,0.847188311128548,1.58268649817375
"Lathrapanteles heleios",0.0138779858773763,0.373346686259912,-0.752181103909539,0.00724832992315223,0.788616761700788,1.54079786561033
"Lauterborniella agrayloides",0.006825033069515,0.29514275908381,-0.715817633344519,0.0505680328500817,0.620638060142438,1.33645569348696
"Lauxania shewelli",-0.0623273830556265,0.32746106391308,-0.740936754118293,-0.0889489961069569,0.684610473659609,1.4255472277779
"Lauxaniidae sp. BOLD:AAP8083",0.0806314870185553,0.366105891720538,-0.682052024107967,0.0920757255762094,0.806362050424936,1.4884140745329
"Lauxaniidae sp. BOLD:ACZ2663",0.0918744698370313,0.352234522823808,-0.713653327642576,0.0738698047126697,0.805823528919182,1.51947685656176
"Lepidoptera sp. SlikokOtu1633",0.0946583578555427,0.343256681422906,-0.65383341194848,0.0721189548238233,0.816092679646814,1.46992609159529
"Lepidoptera sp. SlikokOtu2011",0.0369148053292699,0.34912807131241,-0.742448091371519,0.0335642226755294,0.803855608663418,1.54630370003494
"Lepidoptera sp. SlikokOtu839",-0.11273696641772,0.336973791519781,-0.822031419126435,-0.0813000121160316,0.601763297796313,1.42379471692275
"Leptalia macilenta",-0.0282540512710653,0.31686975321972,-0.717823173399565,-0.0295676716482444,0.696181586330166,1.41400475972973
"Lepthyphantes alpinus",-0.114980160963189,0.373286413732885,-0.831612675145832,-0.0906323178750803,0.724516185165055,1.55612886031089
"Leptosciarella sp. BOLD:ACC1232",-0.0247224847589352,0.339347008454197,-0.734244198945384,-0.0312657382850579,0.763391777155326,1.49763597610071
"Leptosciarella sp. SlikokOtu1674",-0.0700182782131348,0.373331871523532,-0.840484933262973,-0.0624050112467741,0.753595881229835,1.59408081449281
"Leptosciarella sp. SlikokOtu1676",-0.0788253759968234,0.355526302634779,-0.812318566724694,-0.0672758146252554,0.710929368553976,1.52324793527867
"Leptus sp. SlikokOtu1284",0.0975179943626913,0.36561334830687,-0.712533587168618,0.0693078788610519,0.844361067726912,1.55689465489553
"Ligyrocoris sylvestris",0.0832678886562802,0.376725583179896,-0.742243750272054,0.0786261196754071,0.80422020553759,1.54646395580964
"Limnephilus ornatus",-0.0398450531025166,0.347726629713841,-0.782515221305013,-0.0335010628116236,0.751464752082832,1.53397997338785
"Limnephilus sp. BOLD:ADI0058",-0.0204167031097456,0.331368158532827,-0.736382897825269,-0.0251974226176985,0.752034796033953,1.48841769385922
"Limnophila poetica",0.037089646841214,0.349543225579113,-0.736499328466737,0.0312006385348277,0.795703748821258,1.53220307728799
"Limnophyes minimus",0.342651145294667,0.351125320210684,-0.465226961459715,0.371704447291192,0.896099890986546,1.36132685244626
"Limnophyes sp. BOLD:AAQ0626",0.0991808397476129,0.361801687990242,-0.733244874488753,0.0785904979620499,0.855397935977681,1.58864281046643
"Limnophyes sp. SlikokOtu1705",-0.105233469501061,0.347609715550826,-0.822532719562614,-0.0764068933987144,0.699513887561366,1.52204660712398
"Limoniidae sp. BOLD:AAF8971",0.0446625449349576,0.288043479363568,-0.643950697467085,0.0841979319862315,0.620081119064469,1.26403181653155
"Limoniidae sp. BOLD:ADC8285",0.0271604898291378,0.357226249200683,-0.758756377292871,0.0270435868216263,0.787472448636455,1.54622882592933
"Limoniidae sp. SlikokOtu1187",0.0360015294598743,0.331129430907307,-0.706179045297717,0.0310819025385634,0.76096342581274,1.46714247111046
"Limoniidae sp. SlikokOtu1301",0.0601765398021465,0.325756470494739,-0.679709616254411,0.0372327080266864,0.775670446430823,1.45538006268523
"Limoniidae sp. SlikokOtu1460",0.048244587115731,0.349278153570428,-0.780210818295465,0.0379348446839119,0.77650350020415,1.55671431849962
"Limoniidae sp. SlikokOtu1547",0.0224640381443081,0.350049156030777,-0.774214550199475,0.0200134332859818,0.759052824728239,1.53326737492771
"Limoniidae sp. SlikokOtu1994",0.0352800709671844,0.355130412726693,-0.757802136851812,0.0296595660486492,0.806743366154703,1.56454550300652
"Limoniidae sp. SlikokOtu1995",0.0579595937744318,0.354516268904538,-0.742745965413791,0.0337439908401378,0.8291968826551,1.57194284806889
"Limoniidae sp. SlikokOtu2304",0.0285663409044411,0.345980388317477,-0.762051629584105,0.0346174197866945,0.766408280535424,1.52845991011953
"Limoniidae sp. SlikokOtu2306",0.0411352557999208,0.309466890277765,-0.629926819119327,0.0295886089268307,0.753317527694535,1.38324434681386
"Limotettix arctostaphyli",0.037993483289006,0.338767846677177,-0.675004110903997,0.0408394932858593,0.732355946548856,1.40736005745285
"Limotettix plutonius",0.0265015767378761,0.349275500912288,-0.780205106185236,0.0246979952952884,0.803432944367999,1.58363805055324
"Limotettix sp. BOLD:ABX4337",0.0649415714186485,0.350092719573726,-0.719710292868089,0.0365095132685364,0.832080606223396,1.55179089909148
"Liriomyza equiseti",-0.0596947454398093,0.34257504809861,-0.836244251794912,-0.0317440555051757,0.678328521462563,1.51457277325747
"Liriomyza sp. SlikokOtu253",-0.0243099770705281,0.323438782594073,-0.732421916656881,-0.00963159429553126,0.691260060636739,1.42368197729362
"Lissonota sexcincta",-0.148518516330378,0.342374617737354,-0.8515474804263,-0.128771923339596,0.669123387805833,1.52067086823213
"Lithophane thaxteri",-0.131507858585702,0.356389446620958,-0.865158243350407,-0.109710088941653,0.702136271587801,1.56729451493821
"Lobophora nivigerata",0.118677174685195,0.354548296949966,-0.66630866359778,0.0910267316123601,0.837834970248428,1.50414363384621
"Lycoriella sp. BOLD:ACB2386",-0.0740102820716724,0.353589883634691,-0.788363807468445,-0.0599620055246554,0.712482007260579,1.50084581472902
"Lygocoris pabulinus",-0.205661588913,0.3004159643154,-0.680384033589926,-0.258588259121433,0.438795132607652,1.11917916619758
"Lygus sp. BOLD:ABZ1405",-0.0404425901341188,0.354914257151968,-0.787063980802818,-0.0320326092546498,0.755546275883689,1.54261025668651
"Macaria brunneata",-0.0133571618480523,0.359364932457702,-0.791942674356074,-0.0239277067608815,0.783700551801836,1.57564322615791
"Macaria sp. BOLD:AAA1255",0.0964993431914666,0.356425153635276,-0.718595189608934,0.0826026889258478,0.846714662089067,1.565309851698
"Macrocera sp. BOLD:AAP6490",0.327466804852117,0.262392861464175,-0.380989754867468,0.358542464217131,0.784647484567253,1.16563723943472
"Macrocera stigma",0.109381064471276,0.293175716101972,-0.63037451979025,0.131813728274345,0.664294905773588,1.29466942556384
"Macrosiphum euphorbiae",-0.312619469045672,0.316619223567506,-0.859445420757812,-0.335534268743224,0.382095792187938,1.24154121294575
"Macrosteles binotatus",0.0808000692417951,0.3024065198905,-0.655697461028923,0.127862031330093,0.714974759535838,1.37067222056476
"Macrosteles cristata",-0.238986204666442,0.272762814552821,-0.775696312629913,-0.197910982350078,0.201447953367635,0.977144265997549
"Macrosteles sp. nr. CNCHG168-12",-0.00047416217749234,0.359715600185965,-0.757883826479625,-0.00995625477665351,0.763351575690095,1.52123540216972
"Mecomma gilvipes",-0.012864927027188,0.251133613734311,-0.686382590996666,0.0594236690747467,0.32981398536973,1.0161965763664
"Medetera vockerothi",-0.0979750845895164,0.342504010840882,-0.80218708437147,-0.0792755885177543,0.682335657128812,1.48452274150028
"Medina luctuosa",0.110692520001481,0.383182818637207,-0.725013905595959,0.0788900583786887,0.859153848124518,1.58416775372048
"Megaphthalmoides unilineatus",0.0461063505235696,0.387024369940294,-0.739339438290548,0.0494367191766404,0.806570601183742,1.54591003947429
"Megaselia diversa",0.255468149044799,0.361297657452588,-0.554583280752223,0.246071503312218,0.90021722048585,1.45480050123807
"Megaselia infraposita",0.0762046151431899,0.363690635255954,-0.753080046599099,0.0733720014236516,0.799390970085693,1.55247101668479
"Megaselia longicostalis",0.109942086880498,0.352447183308878,-0.681473146659493,0.0916111120294559,0.827135017899036,1.50860816455853
"Megaselia sp. BOLD:AAG3234",0.382829583718882,0.324032913870683,-0.351043585432541,0.384861216913206,0.916935565655506,1.26797915108805
"Megaselia sp. BOLD:AAG3235",-0.0867517399684805,0.250556875063162,-0.780076863724355,-0.020395337981574,0.339077986339661,1.11915485006402
"Megaselia sp. BOLD:AAG3266",-0.0145705951091735,0.365770493035568,-0.765456959149243,-0.013559699821307,0.774133540773997,1.53959049992324
"Megaselia sp. BOLD:AAG3356",0.0409842773521775,0.365041661593811,-0.741639153802171,0.0496867110065593,0.78891844074544,1.53055759454761
"Megaselia sp. BOLD:AAL9073",0.149466325674267,0.366116189052645,-0.660192365709339,0.136153675163621,0.843441547308396,1.50363391301774
"Megaselia sp. BOLD:AAM7996",0.107721846909221,0.349664521957224,-0.664775159450808,0.081058916150599,0.851204499112958,1.51597965856377
"Megaselia sp. BOLD:AAU5627",0.0366474118014247,0.330948266576501,-0.714498587038775,0.0328121768600811,0.762428068391085,1.47692665542986
"Megaselia sp. BOLD:ACB1070",-0.0431193263923172,0.313144646187193,-0.768872538648032,0.0222741997987342,0.558836337822495,1.32770887647053
"Megaselia sp. BOLD:ACC0128",0.14631431598828,0.364560607342329,-0.661641533152555,0.126204360402184,0.86062549386049,1.52226702701304
"Megaselia sp. BOLD:ACC9898",0.0385343172076178,0.36593882613124,-0.79257184677331,0.0331674982644633,0.820503753425498,1.61307560019881
"Megaselia sp. BOLD:ACZ4314",0.210054647638475,0.347316182822585,-0.572888644353076,0.193171267525163,0.870834057274903,1.44372270162798
"Megaselia sp. BOLD:ADA3078",-0.0698541022494062,0.247255177950042,-0.749921560224499,-0.00879886310159852,0.356522827843385,1.10644438806788
"Megastylus orbitator",0.160064758759858,0.355698800817105,-0.597299931760261,0.136861580841624,0.870691196684305,1.46799112844457
"Megeremaeus sp. BOLD:ACC1118",0.333192095131365,0.287329747447091,-0.212255522244616,0.298578865559055,0.90485177970331,1.11710730194793
"Melanomya ordinaria",0.121273243280669,0.339834899487191,-0.636369527645676,0.0854039638216465,0.830908555045598,1.46727808269127
"Melanoplus sp. BOLD:AAA4555",-0.160931361509201,0.351797831480695,-0.840548848227603,-0.15301111712522,0.642799798492789,1.48334864672039
"Melanostoma mellinum",-0.127977903521844,0.354123951306554,-0.84385394488435,-0.0920350249688812,0.65091149766174,1.49476544254609
"Melanostoma sp. BOLDAAB2866",0.0928266579713845,0.354941915352752,-0.730590233587851,0.0764629396905993,0.806556764342995,1.53714699793085
"Mesembrina latreillii",0.479040607034617,0.260890856351329,-0.0277649474425637,0.475740027385668,0.915601579346316,0.94336652678888
"Metopomyza interfrontalis",0.0440810628437125,0.35686644141944,-0.735338544819779,0.0344222168302387,0.81679288660524,1.55213143142502
"Metriocnemus  sp. BOLD:ACI3613",-0.116766582300828,0.336488435302925,-0.799647351294328,-0.106260355191336,0.662965993528591,1.46261334482292
"Metriocnemus sp. 4ES",0.119639717063468,0.359575433510024,-0.670631791052677,0.104549859402602,0.835602590665554,1.50623438171823
"Micromus borealis",-0.137703367608771,0.31958964921185,-0.777438751664617,-0.14900944194993,0.60718082144809,1.38461957311271
"Microplitis sp. jft06",-0.120962397238365,0.353337638334232,-0.841133441919922,-0.0815725416692059,0.626733116525511,1.46786655844543
"Micropsectra subletteorum",0.110719348740843,0.359777237260862,-0.671424324692738,0.0795906273986229,0.854625082575708,1.52604940726845
"Minettia lupulina",0.0946378335457582,0.346752517624407,-0.66379903635161,0.0720591614799184,0.825469237156011,1.48926827350762
"Misumena vatia",-0.0991534628875713,0.352116258439341,-0.763129308203287,-0.108357168037601,0.624149315236904,1.38727862344019
"Mompha conturbatella",-0.0647495100450523,0.368136853579058,-0.825486072980078,-0.0650567292920187,0.731215639890679,1.55670171287076
"Monoctonus sp. SlikokOtu1672",-0.0754468675453704,0.359834106803722,-0.786512818364032,-0.0717905249163417,0.727897441637831,1.51441026000186
"Monoctonus sp. SlikokOtu1854",-0.0723640770341074,0.346613928814707,-0.813332995235621,-0.0598027941663328,0.667660741297056,1.48099373653268
"Monopelopia tenuicalcar",-0.0887862427903341,0.371924559864622,-0.840858208236925,-0.0751280339091725,0.721237074363312,1.56209528260024
"Morellia podagrica",0.0931939345232775,0.337883915707457,-0.670950829420963,0.0706725152303053,0.787875882252017,1.45882671167298
"Morellia sp. SlikokOtu2229",0.103634565282733,0.353079964385875,-0.686601621940634,0.075808044641359,0.828502457353871,1.5151040792945
"Mughiphantes sp. 1GAB",-0.174676828259369,0.330281253064764,-0.800450140632687,-0.197566917280843,0.553725526634809,1.3541756672675
"Muscidae sp. cf. DRYAS21764-15",-0.0241454366612271,0.314373654287828,-0.700290696973798,-0.0387758281698031,0.714378294153701,1.4146689911275
"Muscidae sp. SlikokOtu1343",0.091668359772796,0.354200318297525,-0.698643751950279,0.0779730712470766,0.804268605153448,1.50291235710373
"Muscidae sp. SlikokOtu1551",0.112871015517739,0.348315654003453,-0.660033859974747,0.0895727743945992,0.828142253444089,1.48817611341884
"Muscidae sp. SlikokOtu1959",0.107779959871037,0.362118117841874,-0.676120950070533,0.0840329527445302,0.85495920187161,1.53108015194214
"Muscidae sp. SlikokOtu2163",-0.0423658321284756,0.33394852783644,-0.787572380873954,-0.0301179214228187,0.704988053257037,1.49256043413099
"Muscidae sp. SlikokOtu2218",0.0909742591460252,0.349035791042973,-0.68126369139906,0.075661185280652,0.799673756679846,1.48093744807891
"Muscidae sp. SlikokOtu2240",0.126546783083929,0.357226541652574,-0.63795897336032,0.0863057498361064,0.85969516268694,1.49765413604726
"Muscidae sp. SlikokOtu367",-0.0482375002666362,0.322045936281253,-0.767238554720658,-0.0475568392392044,0.659246870178361,1.42648542489902
"Muscidae sp. SlikokOtu836",-0.0458720909685771,0.31060251152329,-0.784251065398593,-0.0457074235854747,0.671690655248618,1.45594172064721
"Muscidae sp. SlikokOtu843",-0.0520254620098344,0.328316684809263,-0.776196899300331,-0.0558069933947984,0.681904342905111,1.45810124220544
"Muscidae sp. SlikokOtu931",-0.0381709429420007,0.322524266002773,-0.720042815472274,-0.0464403049371826,0.73554425143047,1.45558706690274
"Mycetophila abiecta",0.0405496483756431,0.328050062774334,-0.746589620691316,0.0355969625684595,0.715418837628156,1.46200845831947
"Mycetophila alea",0.0508572257806264,0.385348416099777,-0.735556888880702,0.0617225648979636,0.810763058888705,1.54631994776941
"Mycetophila cruciator",0.0759371889913115,0.353798041850935,-0.690483450665282,0.0633770179598681,0.822001112463716,1.512484563129
"Mycetophila luctuosa",-0.110298763166795,0.311296775060049,-0.821250655009428,-0.0366524841507717,0.484449483853044,1.30570013886247
"Mycetophila ocellus",0.002561047445188,0.34559202236403,-0.759094330611568,0.0171933818580119,0.761287511024313,1.52038184163588
"Mycetophila perpallida",0.261458646651368,0.352977427377238,-0.556435513342597,0.262904674576149,0.885550281546533,1.44198579488913
"Mycetophila sp. BOLD:ACC2284",-0.116366670683062,0.358466799686066,-0.846692453446676,-0.0788171934687933,0.651811125383616,1.49850357883029
"Mycetophila sp. BOLD:ACI4626",-0.0317093047325792,0.359524832318871,-0.778717164125031,-0.0283528295134293,0.716020223712387,1.49473738783742
"Mycetophila sp. BOLD:ACI5110",0.010916490575878,0.372799724302353,-0.762936199218305,0.00827568705657671,0.778771653241327,1.54170785245963
"Mycetophila sp. BOLD:ACJ8367",0.114295059013404,0.319533729351281,-0.577669970453082,0.0855056351305443,0.782530257922325,1.36020022837541
"Mycetophila sp. BOLD:ACM0447",-0.223840732581124,0.270599243955128,-0.836937460041915,-0.153541066540508,0.189533472141118,1.02647093218303
"Mycetophila sp. CJB4",0.110926380633389,0.338324927088076,-0.65131217663585,0.0786648179564302,0.828484767798314,1.47979694443416
"Mycetophila sp. SlikokOtu1552",0.0355193621142195,0.353974004681079,-0.786421446416598,0.0278934558539592,0.784542036233735,1.57096348265033
"Mycetophila uninotata",0.377403543505058,0.324765439135734,-0.36789253564172,0.398742133117637,0.910874406993833,1.27876694263555
"Mycetophilidae sp. BOLD:ADH8013",0.114995660823231,0.348389525755467,-0.667710868136802,0.0850613970453772,0.840018872063139,1.50772974019994
"Mycetophilidae sp. CNFNN233-14",-0.00806671144396576,0.359320910511515,-0.760956785572346,-0.0132466911718357,0.728039325183859,1.48899611075621
"Mycetophilidae sp. SlikokOtu1043",0.17124417446642,0.333830931599813,-0.578315675666204,0.13386213511038,0.86545703832578,1.44377271399198
"Mycetophilidae sp. SlikokOtu1126",-0.0477819829194672,0.373578859993064,-0.797163516789808,-0.0403051970042684,0.697274683684104,1.49443820047391
"Mycetophilidae sp. SlikokOtu1188",0.0533452982023543,0.328199854579777,-0.664070365974327,0.0407607829593456,0.808789245174076,1.4728596111484
"Mycetophilidae sp. SlikokOtu1620",0.136019621428165,0.363496783772563,-0.653613006391727,0.0860601457061825,0.861517388181089,1.51513039457282
"Mycetophilidae sp. SlikokOtu1715",-0.110744777389895,0.358693428873917,-0.821199693555777,-0.101739122444227,0.681042895169046,1.50224258872482
"Mycetophilidae sp. SlikokOtu1718",0.0610528829375664,0.357580110931224,-0.713068507171984,0.0340166295148725,0.797716970270634,1.51078547744262
"Mycetophilidae sp. SlikokOtu1748",0.0355171339552897,0.37296422951082,-0.720032191162915,0.025203782370265,0.818886953486916,1.53891914464983
"Mycetophilidae sp. SlikokOtu1749",0.0303882113286167,0.381400212674168,-0.764103726747614,0.0190558826887814,0.812449199363336,1.57655292611095
"Mycetophilidae sp. SlikokOtu1778",0.0724740837274341,0.350670353126118,-0.711656010848328,0.0668930569492315,0.769750698280705,1.48140670912903
"Mycetophilidae sp. SlikokOtu1800",0.0451896714150507,0.362735153113552,-0.757138781763476,0.0294939263868574,0.825047012721582,1.58218579448506
"Mycetophilidae sp. SlikokOtu1876",0.110719873654892,0.341599140181694,-0.688128239017099,0.0865423564585036,0.826422223884547,1.51455046290165
"Mycetophilidae sp. SlikokOtu1922",-0.0945572006638462,0.358950823743441,-0.837519614290393,-0.0748472055766954,0.702733602976402,1.5402532172668
